"","account_id","acct_creation_date","statement_frequency","account_district","num_customers","credit_cards","loan_date","loan_amount","loan_payment","loan_term","loan_status","loan_default","max_withdrawal","min_withdrawal","max_balance","min_balance","credit_bank_transfer_other_txn_ct","credit_bank_transfer_other_txn_tot","credit_bank_transfer_other_avg_txn","credit_cash_other_txn_ct","credit_cash_other_txn_tot","credit_cash_other_avg_txn","credit_other_interest_credit_txn_ct","credit_other_interest_credit_txn_tot","credit_other_interest_credit_avg_txn","debit_bank_transfer_household_payment_txn_ct","debit_bank_transfer_household_payment_txn_tot","debit_bank_transfer_household_payment_avg_txn","debit_cash_statement_charge_txn_ct","debit_cash_statement_charge_txn_tot","debit_cash_statement_charge_avg_txn","debit_cash_other_txn_ct","debit_cash_other_txn_tot","debit_cash_other_avg_txn","debit_bank_transfer_loan_payment_txn_ct","debit_bank_transfer_loan_payment_txn_tot","debit_bank_transfer_loan_payment_avg_txn","debit_bank_transfer_insurance_payment_txn_ct","debit_bank_transfer_insurance_payment_txn_tot","debit_bank_transfer_insurance_payment_avg_txn","debit_bank_transfer_other_txn_ct","debit_bank_transfer_other_txn_tot","debit_bank_transfer_other_avg_txn","credit_bank_transfer_pension_benefit_txn_ct","credit_bank_transfer_pension_benefit_txn_tot","credit_bank_transfer_pension_benefit_avg_txn","debit_credit_card_other_txn_ct","debit_credit_card_other_txn_tot","debit_credit_card_other_avg_txn","debit_cash_household_payment_txn_ct","debit_cash_household_payment_txn_tot","debit_cash_household_payment_avg_txn","debit_cash_negative_balance_charge_txn_ct","debit_cash_negative_balance_charge_txn_tot","debit_cash_negative_balance_charge_avg_txn","debit_cash_insurance_payment_txn_ct","debit_cash_insurance_payment_txn_tot","debit_cash_insurance_payment_avg_txn","pmt_order_ct","pmt_order_avg_amt","owner_client_id","gender","birth_date","owner_district"
"1243",1389,"1997-08-05","monthly","Chomutov",1,NA,"1998-09-02",125472,5228,24,"current",FALSE,60900,15,117375,800,0,0,0,35,696804,19908.6857142857,17,2761,162.411764705882,15,95640,6376,15,225,15,40,519661,12991.525,4,20912,5228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5801.85,1681,"M","1940-11-25","Chomutov"
"1292",1447,"1997-02-20","monthly","Znojmo",1,NA,"1997-06-03",100080,2085,48,"current",FALSE,14400,15,48705,300,22,300192,13645.0909090909,8,11200,1400,22,2427,110.318181818182,18,147780,8210,17,255,15,22,108754,4943.36363636364,18,37530,2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5147.35,1755,"F","1965-08-18","Znojmo"
"1362",1528,"1996-06-08","monthly","Svitavy",1,NA,"1997-07-21",191088,3981,48,"current",FALSE,29120,15,70986,500,0,0,0,37,628016,16973.4054054054,31,4552,146.838709677419,0,0,0,26,390,15,56,267380,4774.64285714286,17,67677,3981,0,0,0,0,0,0,0,0,0,0,0,0,26,233800,8992.30769230769,0,0,0,0,0,0,1,3981,1852,"M","1962-09-05","Svitavy"
"1408",1580,"1996-01-08","monthly","Jesenik",1,NA,"1997-11-27",194256,8094,24,"current",FALSE,63100,15,134157,400,0,0,0,50,1188995,23779.9,35,6420,183.428571428571,0,0,0,31,465,15,76,1047664,13785.0526315789,13,105222,8094,0,0,0,0,0,0,0,0,0,3,9700,3233.33333333333,0,0,0,0,0,0,0,0,0,1,8094.2,1913,"M","1968-04-15","Jesenik"
"1429",1603,"1993-05-09","monthly","Hl.m. Praha",1,NA,"1994-02-06",78936,6578,12,"expired",FALSE,11200,15,69909,900,0,0,0,129,836508,6484.55813953488,68,8664,127.411764705882,63,148617,2359,63,945,15,101,478160,4734.25742574257,12,78936,6578,0,0,0,63,74781,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3374.66666666667,NA,"","",""
"1477",1656,"1997-02-01","monthly","Pardubice",1,NA,"1998-10-29",189792,3954,48,"current",FALSE,23200,15,78412,500,23,593150,25789.1304347826,7,16400,2342.85714285714,23,3740,162.608695652174,18,218034,12113,18,270,15,53,341369,6440.92452830189,2,7908,3954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8033.65,2008,"M","1940-06-07","Pardubice"
"1514",1698,"1996-03-14","monthly","Frydek - Mistek",1,NA,"1996-07-06",141948,3943,36,"current",FALSE,17000,15,78139,800,0,0,0,36,698669,19407.4722222222,33,6081,184.272727272727,29,279618,9642,28,420,15,58,255700,4408.62068965517,29,114347,3943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6792.5,2063,"F","1950-09-26","Frydek - Mistek"
"1534",1718,"1997-09-23","monthly","Novy Jicin",1,NA,"1998-08-20",172272,7178,24,"current",FALSE,60600,15,126478,300,15,724812,48320.8,1,300,300,15,3917,261.133333333333,10,144560,14456,10,150,15,28,443200,15828.5714285714,4,28712,7178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10817,2083,"M","1943-03-12","Novy Jicin"
"1575",1762,"1993-12-11","monthly","Plzen - sever",1,NA,"1995-04-28",248148,6893,36,"expired",FALSE,34560,15,67486,600,0,0,0,68,1265020,18603.2352941176,60,7859,130.983333333333,55,46915,853,55,825,15,106,654860,6177.92452830189,36,248148,6893,55,108460,1972,55,184360,3352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3267.5,2136,"F","1940-07-24","Plzen - sever"
"1579",1766,"1994-09-03","monthly","Plzen - sever",1,NA,"1996-06-15",30060,501,60,"current",FALSE,20000,15,69383,500,0,0,0,55,1112052,20219.1272727273,52,6963,133.903846153846,47,204591,4353,47,705,15,87,681420,7832.41379310345,30,15030,501,47,2303,49,94,114351,1216.5,0,0,0,24,54900,2287.5,0,0,0,0,0,0,0,0,0,5,1467.2,2141,"M","1951-09-06","Plzen - sever"
"1588",1776,"1997-07-27","monthly","Liberec",1,NA,"1998-05-27",43200,1800,24,"current",FALSE,17000,15,62263,400,0,0,0,19,257978,13577.7894736842,17,2685,157.941176470588,12,68520,5710,12,180,15,36,139600,3877.77777777778,7,12600,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3755,2153,"F","1949-05-16","Liberec"
"1612",1801,"1993-02-13","monthly","Nachod",1,NA,"1993-07-11",165960,4610,36,"expired",FALSE,54300,15,148809,700,0,0,0,117,2411437,20610.5726495726,71,11292,159.042253521127,68,283356,4167,68,1020,15,137,1581286,11542.2335766423,36,165960,4610,68,65008,956,68,232492,3419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3288,2181,"M","1968-07-22","Nachod"
"1618",1808,"1997-05-16","monthly","Plzen - sever",2,NA,"1998-09-30",385584,8033,48,"current",FALSE,61900,15,156592,400,0,0,0,31,633053,20421.064516129,16,4174,260.875,0,0,0,11,165,15,40,565080,14127,3,24099,8033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8033.2,2190,"M","1974-10-22","Plzen - sever"
"1620",1811,"1993-09-22","monthly","Teplice",1,NA,"1994-06-23",239460,3991,60,"current",FALSE,23200,15,80438,300,63,1640238,26035.5238095238,16,65500,4093.75,63,10185,161.666666666667,58,243948,4206,58,870,15,100,804472,8044.72,54,215514,3991,0,0,0,58,391210,6745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4980.6,NA,"","",""
"1650",1843,"1993-01-30","monthly","Pribram",1,NA,"1993-08-03",105804,2939,36,"expired",FALSE,18344,15,71458,1000,71,1357664,19122.0281690141,11,30800,2800,70,9545,136.357142857143,67,468598,6994,66,990,15,139,785676,5652.34532374101,36,105804,2939,0,0,0,0,0,0,0,0,0,2,5400,2700,0,0,0,0,0,0,0,0,0,2,4966.35,NA,"","",""
"1671",1869,"1996-06-14","monthly","Hl.m. Praha",1,NA,"1998-01-29",37944,1054,36,"current",FALSE,31400,15,100075,500,0,0,0,31,802080,25873.5483870968,30,8549,284.966666666667,0,0,0,25,375,15,60,682000,11366.6666666667,11,11594,1054,0,0,0,0,0,0,0,0,0,12,23500,1958.33333333333,0,0,0,0,0,0,0,0,0,1,1054,2267,"F","1966-04-10","Hl.m. Praha"
"1677",1876,"1997-09-20","monthly","Hl.m. Praha",1,NA,"1998-09-10",209040,8710,24,"current",FALSE,45440,15,74277,900,0,0,0,19,317001,16684.2631578947,15,2699,179.933333333333,11,25619,2329,10,150,15,22,201860,9175.45454545455,4,34840,8710,0,0,0,10,7230,723,0,0,0,1,1100,1100,0,0,0,0,0,0,0,0,0,3,3920.66666666667,2277,"M","1979-03-25","Hl.m. Praha"
"1685",1886,"1996-03-05","monthly","Ceska Lipa",2,NA,"1996-07-31",162468,4513,36,"current",FALSE,34500,15,83863,700,34,1001812,29465.0588235294,1,700,700,34,5208,153.176470588235,29,121742,4198,29,435,15,53,705416,13309.7358490566,29,130877,4513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4355.35,2288,"F","1957-08-23","Ceska Lipa"
"1687",1888,"1996-10-21","monthly","Kutna Hora",1,NA,"1997-08-30",57360,4780,12,"expired",TRUE,29100,2,78725,-5851,26,821940,31613.0769230769,4,8600,2150,52,5224,100.461538461538,22,11220,510,21,315,15,60,626569,10442.8166666667,11,52580,4780,22,71918,3269,22,76406,3473,0,0,0,0,0,0,0,0,0,9,149,16.5555555555556,0,0,0,4,3008,2291,"M","1957-09-19","Kutna Hora"
"1702",1906,"1996-08-01","monthly","Hl.m. Praha",1,NA,"1997-10-08",44952,1873,24,"current",FALSE,53400,15,127317,1000,0,0,0,40,895743,22393.575,29,5630,194.137931034483,24,176520,7355,23,345,15,61,653843,10718.737704918,15,28095,1873,0,0,0,24,3792,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3128.6,2316,"M","1970-03-25","Hl.m. Praha"
"1723",1928,"1997-03-02","monthly","Karvina",1,NA,"1998-12-06",55632,2318,24,"current",FALSE,23522,15,56990,500,22,333722,15169.1818181818,8,48100,6012.5,22,2732,124.181818181818,0,0,0,17,255,15,49,348122,7104.5306122449,1,2318,2318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2317.5,2342,"M","1948-12-18","Karvina"
"1781",1993,"1994-10-30","monthly","Frydek - Mistek",1,NA,"1995-04-15",68400,5700,12,"expired",TRUE,64400,2,124297,-4294,0,0,0,48,1104967,23020.1458333333,50,6094,121.88,0,0,0,43,645,15,89,995800,11188.7640449438,11,62700,5700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,6.5,0,0,0,1,5700.3,2422,"F","1976-06-09","Frydek - Mistek"
"1787",2000,"1997-08-06","monthly","Kolin",1,NA,"1998-07-14",290820,4847,60,"current",FALSE,19520,14,76259,900,0,0,0,19,359298,18910.4210526316,17,3440,202.352941176471,13,43134,3318,12,180,15,37,226080,6110.27027027027,5,24235,4847,12,168,14,13,624,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2056.75,2430,"M","1937-10-28","Kolin"
"1804",2018,"1995-06-04","monthly","Havlickuv Brod",1,NA,"1997-01-21",38520,3210,12,"expired",FALSE,5400,15,31302,900,0,0,0,68,290035,4265.22058823529,43,3047,70.8604651162791,39,121485,3115,38,570,15,44,114400,2600,12,38520,3210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3162.5,2451,"M","1939-12-06","Havlickuv Brod"
"1819",2035,"1996-05-10","monthly","Blansko",2,NA,"1998-01-25",176328,4898,36,"current",FALSE,26500,15,92534,400,31,999229,32233.1935483871,5,12400,2480,31,5911,190.677419354839,27,226908,8404,26,390,15,70,630441,9006.3,11,53878,4898,27,3267,121,54,27270,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2886.64,2470,"M","1943-06-14","Blansko"
"1838",2055,"1997-04-17","monthly","Litomerice",1,NA,"1998-07-19",271260,4521,60,"current",FALSE,12200,15,36763,489,0,0,0,24,234772,9782.16666666667,20,1206,60.3,15,102660,6844,15,225,15,20,99080,4954,5,22605,4521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5682.5,2494,"M","1971-01-06","Litomerice"
"1845",2062,"1996-03-06","monthly","Karvina",1,NA,"1996-10-29",86184,7182,12,"expired",FALSE,55500,15,128146,300,34,1594512,46897.4117647059,3,2800,933.333333333333,34,7615,223.970588235294,29,3103,107,29,435,15,98,1386060,14143.4693877551,12,86196,7183,0,0,0,29,90944,3136,0,0,0,1,2400,2400,0,0,0,0,0,0,0,0,0,3,3475.16666666667,2501,"F","1940-12-04","Karvina"
"1847",2064,"1996-12-30","monthly","Brno - mesto",1,NA,"1997-08-26",83628,2323,36,"current",FALSE,15416,15,51781,500,24,362336,15097.3333333333,2,6500,3250,24,2509,104.541666666667,0,0,0,19,285,15,43,292959,6813,16,37168,2323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2322.7,2503,"F","1977-09-23","Brno - mesto"
"1856",2073,"1997-08-14","monthly","Kromeriz",1,NA,"1998-10-05",44640,1860,24,"current",FALSE,40000,15,65664,600,0,0,0,18,304214,16900.7777777778,16,2499,156.1875,0,0,0,11,165,15,35,264080,7545.14285714286,3,5580,1860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1860,2514,"M","1957-02-11","Kromeriz"
"1863",2080,"1997-04-27","monthly","Ostrava - mesto",2,NA,"1997-09-12",214596,5961,36,"current",FALSE,63100,15,130060,400,20,1084888,54244.4,1,400,400,20,4796,239.8,16,218048,13628,15,225,15,39,687651,17632.0769230769,16,95376,5961,0,0,0,0,0,0,0,0,0,1,2100,2100,0,0,0,0,0,0,0,0,0,2,9794.5,2522,"M","1937-09-08","Ostrava - mesto"
"1883",2106,"1996-02-01","monthly","Hl.m. Praha",1,NA,"1996-10-03",101520,8460,12,"expired",FALSE,14240,15,44042,400,0,0,0,37,473596,12799.8918918919,35,3073,87.8,31,107508,3468,30,450,15,40,240320,6008,12,101520,8460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5964,2550,"F","1976-10-12","Hl.m. Praha"
"1892",2116,"1996-05-02","monthly","Karvina",1,NA,"1997-08-04",92400,7700,12,"expired",FALSE,55600,15,131664,1000,0,0,0,45,830375,18452.7777777778,32,5438,169.9375,28,36596,1307,28,420,15,48,574603,11970.8958333333,12,92400,7700,0,0,0,28,95396,3407,0,0,0,3,6600,2200,0,0,0,0,0,0,0,0,0,3,4137.93333333333,2560,"F","1974-06-20","Karvina"
"1907",2134,"1996-08-06","monthly","Usti nad Orlici",1,NA,"1997-03-17",22932,637,36,"current",FALSE,16000,15,63757,300,0,0,0,31,405272,13073.2903225806,29,4719,162.724137931034,25,77950,3118,24,360,15,49,244500,4989.79591836735,21,13377,637,0,0,0,25,16025,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1465.33333333333,2581,"F","1953-11-19","Usti nad Orlici"
"1914",2142,"1997-09-01","monthly","Havlickuv Brod",2,NA,"1998-03-07",23328,1944,12,"current",FALSE,46560,15,68151,1000,0,0,0,20,337025,16851.25,16,2501,156.3125,11,107448,9768,11,165,15,23,180900,7865.21739130435,10,19440,1944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5856,2590,"F","1964-10-19","Havlickuv Brod"
"1915",2143,"1996-01-13","monthly","Hl.m. Praha",2,NA,"1996-09-09",71460,1985,36,"current",FALSE,26600,15,76403,700,0,0,0,37,864948,23376.972972973,35,5565,159,31,225184,7264,30,450,15,57,538020,9438.94736842105,28,55580,1985,0,0,0,0,0,0,0,0,0,10,21700,2170,0,0,0,0,0,0,0,0,0,2,4624.5,2592,"F","1980-08-31","Hl.m. Praha"
"1933",2165,"1997-04-08","monthly","Trutnov",1,NA,"1997-08-22",78600,3275,24,"current",FALSE,24265,15,67336,800,21,451929,21520.4285714286,10,27100,2710,21,3027,144.142857142857,16,199888,12493,16,240,15,24,190832,7951.33333333333,16,52400,3275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7883.9,2621,"M","1956-05-09","Trutnov"
"1935",2167,"1993-08-08","monthly","Jindrichuv Hradec",1,NA,"1994-10-30",170256,7094,24,"expired",FALSE,29300,15,109497,200,0,0,0,69,1698376,24614.1449275362,64,14050,219.53125,60,355320,5922,59,885,15,121,1076160,8893.88429752066,24,170256,7094,0,0,0,0,0,0,0,0,0,15,37100,2473.33333333333,0,0,0,0,0,0,0,0,0,2,6508,2623,"F","1965-07-16","Jindrichuv Hradec"
"1941",2176,"1993-06-06","monthly","Bruntal",1,NA,"1994-07-30",299088,8308,36,"expired",TRUE,59400,0,193910,-4986,0,0,0,84,2030119,24168.0833333333,64,7226,112.90625,64,69440,1085,64,960,15,101,1448273,14339.3366336634,28,232624,8308,0,0,0,56,287560,5135,0,0,0,0,0,0,0,0,0,10,98,9.8,0,0,0,3,4842.6,2635,"F","1966-12-10","Bruntal"
"1975",2218,"1994-11-21","monthly","Prachatice",2,NA,"1995-11-18",182040,3034,60,"current",FALSE,58600,15,132798,600,49,2195533,44806.7959183673,4,22400,5600,49,13205,269.489795918367,0,0,0,44,660,15,118,2021679,17132.8728813559,37,112258,3034,0,0,0,0,0,0,0,0,0,5,14900,2980,0,0,0,0,0,0,0,0,0,1,3034,2686,"F","1951-03-24","Prachatice"
"1983",2228,"1994-03-19","monthly","Chomutov",1,NA,"1995-03-29",185952,3874,48,"current",FALSE,57400,15,145318,700,0,0,0,72,1607637,22328.2916666667,56,9971,178.053571428571,46,212750,4625,45,675,15,92,1209541,13147.1847826087,45,174330,3874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4249.35,2700,"M","1945-02-22","Chomutov"
"1991",2236,"1995-08-27","monthly","Opava",1,NA,"1996-09-26",139464,3874,36,"current",TRUE,24600,0,70195,-5608,0,0,0,30,649288,21642.9333333333,38,3551,93.4473684210526,0,0,0,27,405,15,32,293405,9168.90625,18,69732,3874,0,0,0,0,0,0,0,0,0,0,0,0,20,290700,14535,6,64,10.6666666666667,0,0,0,1,3873.7,2708,"M","1958-08-12","Opava"
"1998",2245,"1993-03-30","monthly","Rokycany",1,NA,"1995-01-16",347952,7249,48,"current",FALSE,65400,15,162028,300,0,0,0,102,2489634,24408.1764705882,67,16537,246.820895522388,0,0,0,61,915,15,131,2039300,15567.1755725191,47,340703,7249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7248.8,2719,"F","1964-10-30","Rokycany"
"1999",2246,"1996-04-25","monthly","Hl.m. Praha",1,NA,"1997-02-05",415800,6930,60,"current",FALSE,49000,15,140706,700,0,0,0,50,1256446,25128.92,31,5122,165.225806451613,0,0,0,27,405,15,58,1026931,17705.7068965517,23,159390,6930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6930,2720,"F","1949-09-05","Hl.m. Praha"
"2000",2247,"1996-04-13","monthly","Karlovy Vary",1,NA,"1997-02-24",72504,3021,24,"current",FALSE,62200,15,145620,600,0,0,0,39,816466,20935.0256410256,33,4984,151.030303030303,31,18352,592,31,465,15,51,613070,12020.9803921569,22,66462,3021,31,20429,659,62,74245,1197.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1333.4,2721,"F","1950-06-26","Karlovy Vary"
"2011",2262,"1997-02-08","monthly","Rakovnik",1,NA,"1998-12-02",230220,6395,36,"current",FALSE,58400,15,141146,200,0,0,0,46,1326335,28833.3695652174,23,5499,239.086956521739,0,0,0,20,300,15,69,1206134,17480.2028985507,1,6395,6395,0,0,0,0,0,0,0,0,0,3,7800,2600,0,0,0,0,0,0,0,0,0,1,6395,2739,"M","1950-01-26","Rakovnik"
"2016",2268,"1995-02-11","monthly","Hl.m. Praha",1,NA,"1996-07-18",20196,561,36,"current",FALSE,25000,15,82259,200,0,0,0,47,1182500,25159.5744680851,46,10269,223.239130434783,42,241164,5742,41,615,15,81,860400,10622.2222222222,29,16269,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3151.5,2746,"M","1971-02-25","Hl.m. Praha"
"2061",2322,"1995-01-02","monthly","Decin",1,NA,"1996-06-29",46320,1930,24,"expired",FALSE,61600,15,148002,900,0,0,0,68,1566924,23043,48,7960,165.833333333333,44,147796,3359,46,690,15,94,1212050,12894.1489361702,24,46320,1930,45,45855,1019,91,105202,1156.06593406593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1722,2809,"M","1979-02-14","Decin"
"2073",2334,"1996-03-19","monthly","Svitavy",1,NA,"1997-08-04",48312,2013,24,"current",FALSE,13400,15,59867,600,33,434808,13176,27,165700,6137.03703703704,33,4233,128.272727272727,29,310503,10707,28,420,15,47,213773,4548.36170212766,17,34221,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6360,2822,"M","1958-10-19","Svitavy"
"2074",2335,"1996-04-04","monthly","Karvina",1,NA,"1997-11-12",541200,9020,60,"current",TRUE,13300,1,51161,-17030,0,0,0,36,512812,14244.7777777778,62,2726,43.9677419354839,29,59044,2036,28,420,15,41,276120,6734.63414634146,10,90200,9020,28,13580,485,57,77929,1367.17543859649,0,0,0,0,0,0,0,0,0,38,1092,28.7368421052632,0,0,0,5,2857.2,2823,"F","1946-12-18","Karvina"
"2082",2343,"1994-12-09","monthly","Frydek - Mistek",1,NA,"1995-11-04",99336,4139,24,"expired",FALSE,28160,15,61839,300,0,0,0,69,645388,9353.44927536232,48,7425,154.6875,44,207812,4723,43,645,15,75,300500,4006.66666666667,24,99336,4139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4431,2831,"F","1980-07-09","Frydek - Mistek"
"2084",2345,"1993-10-25","monthly","Kolin",1,NA,"1994-12-11",199680,3328,60,"current",FALSE,22637,15,62239,500,62,1347913,21740.5322580645,3,1900,633.333333333333,62,8579,138.370967741935,58,209496,3612,57,855,15,109,953190,8744.8623853211,49,163072,3328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3470.1,NA,"","",""
"2089",2350,"1996-08-04","monthly","Pisek",1,NA,"1997-05-11",159744,3328,48,"current",FALSE,50700,15,115356,600,0,0,0,46,1128050,24522.8260869565,25,5187,207.48,21,12075,575,21,315,15,45,867872,19286.0444444444,20,66560,3328,0,0,0,21,110523,5263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3055.4,2841,"F","1973-04-10","Pisek"
"2091",2352,"1995-01-21","monthly","Karvina",1,NA,"1996-04-29",49440,824,60,"current",FALSE,42080,4,86463,300,0,0,0,51,1040752,20406.9019607843,47,9743,207.297872340426,43,239983,5581,42,630,15,100,717920,7179.2,32,26368,824,42,168,4,43,1462,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1610.75,2843,"F","1966-10-06","Karvina"
"2099",2361,"1994-02-25","monthly","Plzen - sever",1,NA,"1995-04-01",156672,4352,36,"expired",FALSE,9000,15,41877,500,0,0,0,101,599260,5933.26732673267,58,4979,85.8448275862069,53,244489,4613,53,795,15,66,187040,2833.93939393939,36,156672,4352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4482.5,2853,"F","1956-04-25","Plzen - sever"
"2148",2413,"1997-10-27","monthly","Decin",1,NA,"1998-10-06",17952,1496,12,"current",FALSE,20800,15,57469,500,0,0,0,18,251977,13998.7222222222,14,1686,120.428571428571,10,64480,6448,9,135,15,22,140580,6390,3,4488,1496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3972,2915,"F","1954-02-22","Decin"
"2154",2419,"1993-11-27","monthly","Karlovy Vary",1,NA,"1995-01-30",95808,7984,12,"expired",FALSE,80100,15,162567,900,0,0,0,121,3037046,25099.5537190083,61,15488,253.901639344262,0,0,0,57,855,15,169,2876786,17022.4023668639,12,95808,7984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7984.3,NA,"","",""
"2178",2445,"1996-07-07","monthly","Usti nad Orlici",1,NA,"1997-12-26",293160,4886,60,"current",FALSE,64500,15,135318,800,0,0,0,55,1325763,24104.7818181818,29,6031,207.965517241379,0,0,0,26,390,15,67,1201511,17933,12,58632,4886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4886,2952,"F","1978-01-17","Usti nad Orlici"
"2189",2456,"1995-09-09","monthly","Znojmo",1,NA,"1996-04-15",200976,4187,48,"current",FALSE,36000,15,83554,600,40,1092894,27322.35,18,75800,4211.11111111111,40,7559,188.975,35,334390,9554,35,525,15,65,663463,10207.1230769231,32,133984,4187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6870.65,2966,"M","1955-02-20","Znojmo"
"2215",2486,"1993-02-27","monthly","Hl.m. Praha",1,NA,"1994-01-10",24516,2043,12,"expired",FALSE,61000,15,154473,200,0,0,0,128,3478809,27178.1953125,70,14232,203.314285714286,0,0,0,67,1005,15,257,3391872,13197.9455252918,12,24516,2043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2043,3001,"M","1958-10-07","Hl.m. Praha"
"2225",2496,"1994-05-21","monthly","Trutnov",2,NA,"1996-01-12",165120,2752,60,"current",FALSE,6300,15,37946,1100,0,0,0,74,508585,6872.77027027027,55,4398,79.9636363636364,51,254082,4982,50,750,15,51,138320,2712.1568627451,36,99072,2752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3867,3013,"F","1950-03-18","Trutnov"
"2243",2516,"1995-11-16","monthly","Kutna Hora",1,NA,"1997-06-13",466608,9721,48,"current",FALSE,42400,15,78770,300,0,0,0,47,705764,15016.2553191489,37,6483,175.216216216216,0,0,0,32,480,15,78,489740,6278.71794871795,18,174978,9721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9721,3038,"F","1946-03-05","Kutna Hora"
"2269",2545,"1996-12-04","monthly","Hl.m. Praha",2,NA,"1998-02-13",428784,8933,48,"current",FALSE,12500,15,47281,1100,0,0,0,44,357950,8135.22727272727,25,1968,78.72,21,55377,2637,20,300,15,30,165680,5522.66666666667,10,89330,8933,21,14973,713,21,14091,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3238.5,3072,"M","1936-04-14","Hl.m. Praha"
"2303",2580,"1995-11-09","monthly","Prostejov",2,NA,"1996-08-02",89340,1489,60,"current",FALSE,31200,15,90243,500,0,0,0,54,537693,9957.27777777778,38,8181,215.289473684211,34,170544,5016,33,495,15,61,266240,4364.59016393443,29,43181,1489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3252.5,3113,"F","1971-11-12","Prostejov"
"2344",2622,"1996-08-21","monthly","Hl.m. Praha",2,NA,"1998-05-21",136344,5681,24,"current",FALSE,10400,15,57858,300,0,0,0,50,442333,8846.66,28,3818,136.357142857143,24,169608,7067,23,345,15,47,206340,4390.21276595745,7,39767,5681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6374,3163,"F","1964-05-26","Hl.m. Praha"
